Name,Age,Investment_Amount,Tenure,Risk_Tolerance,Investment_Type,Return_Amount,Return_Percentage
Toni Mason,59,559025,27,High,Stocks,4.210449010818734e+17,175.35
Jennifer Roberts,25,506592,1,Moderate,Stocks,712065.72,40.56
Brandi Mitchell,38,309565,27,Low,Equity,23685601979688.39,95.88
Stephen Hartman,50,966713,27,Moderate,FD,2182430702461842.0,122.04
Donna Dickerson,32,712627,1,High,Equity,844676.78,18.53
Christine Watkins,32,642814,23,Moderate,FD,129602587165914.38,129.65
David Nunez,56,306219,8,Moderate,Stocks,167613088.15,119.93
Micheal Thompson,58,935231,21,High,Stocks,4.1444154407926424e+16,221.35
Eric Cook,58,168066,14,Moderate,Stocks,15127556052.8,125.88
Samantha Allen,57,321231,18,High,Equity,14115273341678.9,165.83
Katie Miller,37,717679,5,High,FD,1823330.82,20.5
Dale Deleon,26,745024,28,Moderate,FD,4.776944989364664e+16,143.2
James Coleman,24,377071,8,Moderate,Stocks,80232992.18,95.43
Sarah Miller,27,366310,12,Low,Gold,1063808152.86,94.35
Sandra Robinson,23,263756,1,High,Gold,325343.03,23.35
Alexis Carroll,45,470105,3,High,FD,1918338.29,59.8
Virginia Jones,52,67578,2,High,Gold,130060.71,38.73
Richard Glenn,36,374441,17,Moderate,FD,534824874057.16,130.17
Jason Alexander,20,894849,18,Moderate,Stocks,6655634569528.64,140.85
Shannon Osborne,51,773385,10,Low,Equity,28160814.56,43.26
Katherine Bennett,64,979013,27,Low,Stocks,25294475440426.12,88.16
Mrs. Joanna Reyes,37,679135,13,High,Gold,5270925317057.88,238.84
Stephanie Arnold,32,788858,26,Low,Equity,12128603403345.2,88.98
Lauren Hamilton,29,774793,29,High,Gold,4.92345131471921e+20,223.93
John Odonnell,26,543598,9,High,FD,49680396.4,65.15
Aaron Cruz,56,719951,1,Low,Stocks,973445.75,35.21
Amy Daniels,35,384680,17,Moderate,Gold,644476895832.76,132.34
Amanda Davis,52,443209,25,Low,FD,14004560180140.26,99.52
Donna Walsh,64,461190,24,Low,FD,22691614435506.59,109.17
Donald Clark,32,892230,18,Moderate,Stocks,6862914937594.39,141.3
Dana Mayo,63,833741,12,Low,Stocks,1944423952.95,90.83
Nancy Stephens,59,807552,11,Moderate,Equity,6525409849.2,126.58
Barbara Kane,42,61734,17,High,Gold,38013408174207.22,228.87
Karen Smith,40,431531,8,Low,Equity,46383774.25,79.44
Molly Wright,61,294728,7,Moderate,Equity,51338762.95,109.0
Monica Norton,60,450521,26,Low,FD,2559314300062.07,81.88
Nicole Whitney,47,647877,27,Low,Equity,121934434317405.75,102.52
Erica Johnson,19,575272,29,Low,Stocks,786328499384174.9,106.55
Amber Ayers,45,932798,20,High,Stocks,268007669077010.38,164.8
Victoria Sullivan,54,193315,25,Low,Gold,1738753270598.41,89.74
Marcus Mcdonald,55,16924,28,Moderate,FD,78944226694890.45,121.47
Kristine King,31,702626,17,Moderate,Stocks,2087076269426.36,140.3
Paul Price,22,178725,7,Low,Stocks,8403822.12,73.34
Paige Norton,43,908502,29,High,Equity,2.8957354560462692e+19,192.17
Paula Navarro,28,378735,12,Low,Stocks,1656838922.83,101.1
Zachary Odonnell,34,334028,13,Low,FD,894678663.78,83.52
Trevor Myers,20,819197,26,High,Equity,8.240761458547896e+18,216.3
Nathan Grant,24,496043,9,Moderate,FD,76477161.51,75.03
Barbara Anderson,62,47499,8,High,Gold,7405896.33,87.98
Roy Ramirez,41,386469,23,Low,FD,1146162422845.52,91.16
Erika Chang,41,799716,19,High,Gold,44220471751442.64,155.57
Wendy Acosta,43,272340,28,Moderate,FD,1.003983560323404e+16,138.44
Amy Hughes,46,44472,15,Low,Equity,847364129.75,92.9
Jeffrey Bray,41,363594,11,High,Equity,9591704871.53,152.31
Elizabeth Howell,64,55023,2,High,FD,99582.39,34.53
Vincent Key,21,632180,24,High,FD,5267987138208228.0,159.04
John Davis,44,802500,4,Moderate,Gold,5849261.31,64.31
Elizabeth Hamilton,47,624498,29,Low,Stocks,944252246090536.9,107.27
Mark Landry,42,623653,30,Low,Stocks,53126135705876.32,83.8
Crystal Wheeler,46,261110,29,High,FD,1.227382190164668e+20,220.58
Devin Rush,45,108872,14,Moderate,Stocks,20538517441.03,138.14
Kendra Henry,47,187456,12,Low,FD,843856570.08,101.58
Mikayla Richardson,48,337006,28,High,Stocks,6.082001035951747e+18,197.47
Angela Smith,23,25673,12,High,Equity,2073462212.09,156.41
Phillip Clark,37,887956,9,High,Equity,3327997964.39,149.51
Erin Stone,63,128249,7,Low,Stocks,4288283.61,65.1
Debbie Cohen,34,792021,1,Low,Stocks,868688.63,9.68
Jason Cooper,59,415429,10,Moderate,FD,118946167.26,76.07
Pamela Gonzales,56,184277,4,Low,Gold,362141.21,18.4
Mr. Nicholas Walker DDS,61,359696,7,High,Stocks,71594270.9,113.02
Donna Rosales,41,91693,23,Moderate,FD,13025151277813.86,126.18
Carlos Hawkins,50,884958,2,Moderate,FD,2126111.6,55.0
Shawn Cook,23,762576,22,Low,FD,612180253361.95,85.52
Robert Boyle,19,154448,6,Moderate,Stocks,14281525.88,112.65
Nicole Parker,23,936983,16,Moderate,FD,742789495984.76,133.72
Kimberly White,31,970296,15,Moderate,Equity,826655225052.76,148.52
Andrew Richardson Jr.,34,407740,19,Moderate,Stocks,2398623731001.97,127.14
Eric Andrews,60,102982,24,Moderate,Stocks,39393372775110.07,127.83
Brandon West,54,897150,20,High,FD,5938163847275255.0,209.77
Robert Guzman,60,594488,12,Moderate,Equity,29070825905.03,145.91
Dustin Zimmerman,52,80048,13,Low,Gold,449993575.16,94.29
Julie Shepard,37,865415,24,Low,Equity,1548150861034.03,82.19
Thomas Hughes,26,101487,11,High,FD,11421860428.82,187.88
Jon Castaneda,38,45735,6,High,Stocks,1290394.78,74.48
Sonia Reynolds,46,961828,19,Moderate,Equity,18832474636721.92,141.98
Larry Torres,59,801421,2,High,Equity,1219577.6,23.36
Cassandra Campbell,23,15945,12,Moderate,FD,787748165.69,146.12
Vanessa Payne,56,751238,4,High,Stocks,6373915.5,70.67
John Rodriguez,22,15344,1,Low,Stocks,16527.02,7.71
Emily Larson,50,654679,6,High,FD,123307919.2,139.42
Michelle Wang,49,839213,25,High,FD,3.779115355592467e+17,192.51
Megan Garcia,53,812701,25,Moderate,FD,671900180355075.2,127.35
Kari Camacho,40,380164,29,High,Gold,3.648868161640208e+19,203.49
Robert Allen,22,165769,4,Moderate,Stocks,581410.04,36.85
David Roberts,19,757004,10,High,Gold,97431800.56,62.54
Victoria Simmons,45,951131,6,Low,Stocks,19179095.97,64.98
Gregory Chavez,25,267426,6,Moderate,Stocks,28522785.45,117.77
Jesse Collins,61,586893,11,Moderate,Stocks,10233668410.85,142.99
Alvin Maldonado,42,363492,25,High,Equity,1.9357966408873544e+18,222.89
Anne Sanchez,24,983293,15,Moderate,Gold,159453177189.0,122.5
Ashley Morales,63,660583,7,Moderate,FD,137787476.71,114.45
Sara Ford,41,860299,10,Low,Gold,26986747.71,41.14
Kathleen Jones,46,472344,24,High,Stocks,8.397734599298082e+16,194.27
Catherine Thomas,46,997329,13,High,Stocks,6015096037879.66,232.33
Patrick Fernandez,49,172899,5,Low,Gold,471717.01,22.23
Tina Mcneil,57,460095,8,High,Gold,160824359.61,107.94
Robert Powell,64,597154,4,Low,Gold,1208806.73,19.28
Rebecca Powell,61,964917,12,Low,Gold,2540758143.97,92.77
Cory Kim,60,290229,8,Moderate,Stocks,55250393.65,92.73
April Brown,50,672046,24,Moderate,Stocks,885637433078379.0,139.88
Kevin Ramsey,29,54169,23,High,Stocks,7.445704684661584e+16,237.09
John Warren,56,747821,30,Moderate,Stocks,5.6009482648726163e+17,148.78
Ashley Rodriguez,53,533759,28,Moderate,FD,5.3550838965192344e+16,147.12
Miss Diana Massey,34,218974,25,High,Equity,3.6761171701459816e+16,181.19
Jeff Lowe,36,247509,2,Low,Gold,295307.76,9.23
Katherine Reese,57,584020,2,High,Gold,1257377.12,46.73
Dr. Karla Kramer,53,434704,18,High,Stocks,24188505751014.55,169.34
Matthew Mendez,18,190304,21,Low,Stocks,373118206666.0,99.36
Lance Nguyen,31,620385,5,Low,FD,1028542.22,10.64
David Jensen,54,302721,9,High,Stocks,499472113.26,127.77
Hannah Bailey,24,604621,26,High,Stocks,1.7196446673467365e+19,229.2
Dale Martinez,37,971486,28,High,Stocks,5.939655772498438e+18,186.19
Doris Johnson,27,18976,28,High,Equity,8.051195998119448e+16,182.48
Trevor Hall,41,726618,29,Moderate,Stocks,1.632117249587418e+17,146.28
Michael Moore,33,334087,23,Low,Equity,2057317129356.79,97.33
David Richards,49,962079,1,Low,Gold,1271772.23,32.19
Morgan Brown,55,42059,27,High,FD,4.449629085348812e+17,203.66
Timothy Nichols,34,878653,1,High,Equity,1540718.04,75.35
Brenda Hamilton,50,591300,29,Low,Equity,515380104514290.1,103.37
Michelle Molina,62,685984,13,High,Equity,342361019282.7,174.36
Debra White,35,616735,1,High,Stocks,1070713.63,73.61
Martin Sellers,45,938453,14,High,FD,1711959525176.69,180.04
Dawn Washington,23,324936,22,Low,Stocks,674749753718.45,93.71
Jennifer Hampton,64,397746,12,High,Stocks,881805044605.31,237.92
Diane Barton,55,38251,26,Low,FD,500413852408.77,87.81
Seth Fitzgerald,32,526041,14,Low,FD,13322882647.75,106.32
Lindsey Lee,38,999554,28,Moderate,FD,8446449831396841.0,126.22
Karen Bowen,50,881572,18,High,Stocks,183927627793316.97,189.86
Sharon Davila,37,925159,19,Moderate,Equity,21214025104662.62,144.0
William Clay,28,196889,12,High,Stocks,189273849865.91,215.19
Thomas Patrick,38,385333,20,Moderate,Gold,5408748851401.32,127.7
Andrew Mullins,32,318941,29,Moderate,Gold,6442083208163705.0,126.65
Matthew Hogan,45,685328,1,High,Gold,1082338.51,57.93
Jennifer Moore,39,749752,26,High,Equity,1.0913848703465467e+17,168.75
Shelley Harris,26,341896,9,Low,Stocks,12986745.81,49.8
Megan Kelly,34,917112,5,Low,Equity,1611220.19,11.93
Toni Woods,47,786090,7,Moderate,Stocks,29704222.84,68.01
Dale Davis,44,957433,13,Low,FD,3064038083.71,86.05
Lindsey Brooks,49,435395,5,Low,Stocks,630609.23,7.69
Theodore Kennedy,30,546110,22,Moderate,Equity,123472758539263.81,139.74
Dana Powers,49,373406,1,Low,Stocks,519519.77,39.13
Brian Robinson,55,288198,10,Moderate,Gold,222611238.91,94.44
Cody Cantu,51,678962,6,Moderate,Gold,45500167.33,101.54
Laura Nguyen,64,88896,19,High,FD,18935556000440.84,174.37
James Lucas,54,687148,12,Moderate,Gold,32791203174.39,145.41
Edward Jones,62,454576,5,Moderate,Gold,2197066.75,37.04
Annette Rose,50,59364,5,High,FD,237628.89,31.97
Mr. Kenneth Sanchez,28,93456,9,High,Equity,19466256.6,80.98
Darrell Smith,39,40893,2,High,Gold,122190.65,72.86
Erik Hodge,47,89733,17,High,Equity,627384029563.48,152.71
Jeffery Valentine,43,637929,16,High,Gold,157015015557958.06,234.54
Daniel Harrison,60,469018,21,Moderate,FD,21086391849262.22,131.43
Andrea Robinson,30,361107,22,Moderate,FD,14764562664318.79,121.81
Russell Wong,23,983987,10,Low,FD,158519761.25,66.23
Yvonne Morrison,54,625278,25,Low,Equity,3082168068080.76,85.23
Danny Leonard,21,420568,3,High,Equity,1204207.31,42.0
Robert Rowe,37,335025,26,High,Stocks,2.4167162031886833e+18,212.28
Christopher Carrillo,27,757195,14,Moderate,Equity,134036678863.76,137.06
Daniel Rivas,50,351025,10,High,FD,1049022357.96,122.61
Tyler Wheeler,24,227610,15,High,Equity,4308026992351.48,205.59
Blake Rosales,46,61373,6,Low,Equity,913171.2,56.83
Julia Mcclure,27,664783,16,High,Stocks,18661516125835.77,192.09
Kyle Keller,19,438444,5,High,Stocks,2932547.28,46.24
Charles Fowler,61,629472,26,Moderate,FD,2275165597614908.5,133.14
Amy Turner,23,532292,12,Moderate,FD,10350564612.13,127.72
Shane Brown,38,593001,9,Low,Stocks,16116284.68,44.33
Douglas Collins,22,957557,13,Moderate,Gold,58800050785.06,133.52
Christopher Brown,20,877271,24,Moderate,Equity,193857619891308.9,122.68
Crystal Rodriguez,28,79485,16,Moderate,Equity,51387047218.21,130.76
Brooke Atkins,45,745711,2,High,FD,2132850.86,69.12
William Martinez,58,662984,6,Low,Stocks,14720562.11,67.65
Victoria Chang,36,886152,14,Moderate,Gold,175927296302.1,139.01
Richard James,59,808358,21,High,Equity,5555955409228461.0,194.06
Christopher Joyce,62,987733,21,High,FD,1.170688386204979e+16,201.79
Kara Novak,30,822481,27,High,FD,1.2353610298518354e+18,182.48
Marissa Jones,44,677730,20,Moderate,FD,34076284614146.99,142.7
Adam Baker,62,887047,27,High,Stocks,2.2430961731788878e+19,213.62
Kim Alvarez,50,528259,19,High,Equity,65191302980518.67,166.6
Sandra King,39,17681,26,High,Stocks,4.2817090029964186e+17,227.17
Brittany Snyder,20,558237,16,Low,Stocks,16444219503.39,90.25
Rebecca Joyce,62,904203,16,Moderate,Gold,415544970561.97,125.89
Luis Gallegos,50,66271,4,High,Equity,352264.03,51.84
Dr. Tracy Oneill,30,663079,28,Low,Equity,403380239689717.3,105.93
Kenneth Roberson,44,129878,15,Moderate,Stocks,20211639557.48,121.89
Jessica Riggs,35,440853,19,Moderate,Equity,10164064733503.92,144.07
Jason Garcia,52,555573,29,High,Stocks,8.072086695782023e+19,207.86
Sara Johnson,35,70894,19,Low,Stocks,16157285792.03,91.42
Thomas Adams,48,347922,1,High,Gold,418480.58,20.28
Rachel Lewis,42,648297,26,High,Equity,1.5980359838027117e+17,174.25
Beverly Adams,22,384533,3,Moderate,Gold,530317.75,11.31
Carol Allen,22,391930,20,Low,Stocks,252298565252.02,95.18
Catherine Freeman,38,210886,5,High,Equity,2064050.64,57.81
Michelle Hodge,58,872593,26,Moderate,FD,2324535613342915.0,130.42
Michele Horton,53,472882,12,Moderate,FD,17991335729.64,140.82
Dr. Javier Henderson,42,113389,11,High,Gold,9734191956.79,180.88
John Edwards,35,339001,12,High,FD,465745795904.62,224.71
Michael Patrick,27,113604,30,Low,Gold,49295018671276.41,94.05
Jennifer Williams,57,618653,20,Moderate,Equity,10793845109000.72,130.19
Kyle Santos,40,72702,3,Low,FD,169119.62,32.5
Amber Rodriguez,27,289016,22,Low,FD,1892342969589.59,104.09
Philip Price,33,324842,4,Low,Gold,776953.5,24.36
Christine Johnson,46,977868,16,High,Equity,5787305759741.37,165.01
Chase Curry,35,930990,27,High,Equity,6.287480088236179e+17,174.24
Christopher Pierce,59,916050,2,High,Equity,2151394.95,53.25
Kimberly Todd,60,295006,7,Low,Gold,6695648.95,56.21
Ashley Carr,52,654695,5,Low,FD,909693.91,6.8
Cheryl King,37,191278,13,Low,Gold,2536650372.93,107.55
Joe King,51,62433,16,Moderate,Gold,68657018252.26,138.55
Mary Walton,57,662105,22,Low,Gold,971941260777.08,90.68
Traci Orr,30,411497,8,Moderate,Stocks,71521777.33,90.55
Lisa Henderson,32,297802,28,High,Stocks,8.516342220014135e+19,228.32
Megan Burns,39,199345,4,High,FD,1741044.65,71.91
Samantha Cardenas,19,261592,8,Moderate,FD,119835699.37,115.09
Yesenia Austin,59,550422,2,Low,Stocks,745508.31,16.38
Virginia Sheppard,58,495731,13,Moderate,Stocks,14958902496.34,121.1
Robin Johnson,19,488216,29,Low,FD,370439035730450.5,102.4
Melissa King,25,676848,8,High,Stocks,42685057.76,67.87
Devon Evans Jr.,20,157544,12,Moderate,Equity,8618726973.88,148.22
Zachary Mitchell,49,991934,16,Moderate,Stocks,1042119536723.62,137.87
Raymond Blair,25,312647,21,Moderate,Gold,34142272408181.37,141.42
Kristen Santiago DDS,32,693993,6,Low,Gold,8249439.94,51.07
Megan Hardy,24,306150,24,Moderate,Stocks,132568696419967.55,129.01
Mrs. Stephanie Simpson DDS,50,248129,22,High,Equity,7.643366473754814e+16,232.82
Christian Gonzalez,57,849083,20,High,Equity,457249835737411.06,173.25
Mackenzie Lawrence,48,951609,9,Moderate,Gold,408090874.85,96.1
Christine Doyle,48,146989,27,High,Equity,1.5945592721368844e+19,231.0
Amy Mckee,44,63325,4,Low,Gold,194887.08,32.45
Yvonne Allen,36,278238,24,High,Equity,7.997506318537345e+17,230.45
Christopher Simmons,46,168337,17,Moderate,Stocks,456302454845.66,139.01
Anthony Taylor,44,551781,10,High,Stocks,116790670.24,70.83
Patricia Lopez,39,30208,5,Low,Equity,50536.43,10.84
Diana Hart,38,419978,8,High,FD,36173148.73,74.54
Kenneth Conrad,30,200629,15,High,Equity,627905862999.59,171.04
Elizabeth Conway,53,926551,8,Moderate,FD,93963873.81,78.14
Audrey Pacheco,45,400039,4,Low,Stocks,715129.08,15.63
Adam Sparks,57,127110,24,High,Stocks,891820808668510.0,157.19
Barry Carroll,60,600108,10,Low,Stocks,27722129.46,46.71
Donald Leon,37,522922,18,High,Stocks,204421783018606.94,200.15
Rebecca Meyer,50,265609,30,Moderate,Equity,8.868558598929864e+16,142.17
Tammy Ramirez,26,486597,24,Moderate,FD,124180229051611.11,124.02
Jamie Swanson,24,349726,25,High,Equity,1.479503236209478e+17,191.78
Lisa Marshall,51,246392,6,Moderate,Stocks,11798235.69,90.56
Bradley Hernandez,57,869837,30,High,FD,5.961365842914622e+20,212.27
Christopher Pittman,47,112376,16,Moderate,Stocks,96495267817.58,134.89
James Maxwell,58,392517,13,Moderate,FD,38715882623.55,142.19
Troy Norman,56,114179,25,Low,Equity,6665874717650.4,104.48
Steven Patton,43,594610,4,High,Stocks,3558690.94,56.41
Nancy Smith,47,225723,28,Low,Stocks,49423417550956.91,98.55
Amy Crawford,62,180028,2,Moderate,Equity,276275.55,23.88
Victoria Jenkins,19,268562,15,Low,Equity,14259593747.61,106.54
Leslie Jones DDS,60,738653,16,High,FD,8526800690589.26,176.31
Kenneth Thomas,63,326664,23,High,Equity,2.2796034838996652e+16,196.12
Blake Joseph,52,443812,19,Moderate,Gold,9244946213244.33,142.77
Glenda Nguyen,62,207962,13,Moderate,Equity,10329041039.2,129.74
Ashley Martinez,58,871800,3,High,Stocks,1948686.41,30.75
Darryl Velez,48,342839,15,Moderate,Stocks,148581310639.04,137.57
Veronica Contreras,58,409731,14,High,Equity,1003744751636.43,186.0
Tina Hayes,42,690394,3,High,Equity,2244925.72,48.15
Rebecca Johnson,62,761139,26,High,Equity,9.41127511060621e+18,218.82
Christopher Taylor,41,786734,14,Moderate,Equity,149642239570.65,138.28
Kimberly Yates,58,661695,16,Low,Stocks,17496197082.67,88.97
Joyce Krueger,29,573324,27,High,FD,6.214435581070803e+19,230.99
Jennifer Hartman,21,96710,20,Low,Gold,193373020831.74,106.56
Katherine Tucker,65,520787,26,High,FD,2.807597558652378e+17,182.63
Donna Alexander,46,453573,21,Low,Gold,509955742657.25,94.15
Jason Smith,35,578955,25,High,Equity,6.659829093231041e+16,176.97
Nicholas Walsh,26,242451,8,Moderate,Gold,129225546.72,119.2
Michael Brooks,55,319282,1,Low,FD,442524.85,38.6
Cory Jones,57,164002,2,High,FD,457494.74,67.02
Tiffany Garcia,49,157404,28,Moderate,Stocks,1.2679229605737968e+16,145.19
Richard Sherman,26,471551,20,High,Stocks,4384755748452768.0,215.08
Lee Underwood,33,730029,5,High,Equity,4155816.66,41.6
Michael Barber,34,268440,30,Moderate,Equity,4.997532751589199e+16,137.5
Mary Clark,25,447806,2,Low,Gold,695337.58,24.61
Karen Stevens,27,955234,30,Moderate,Gold,4.7869892288927366e+17,145.47
Michael Brown,38,195609,6,Moderate,FD,11879535.07,98.26
Cesar Wiggins,35,11624,8,Moderate,Stocks,5103333.24,113.95
Mary Walsh,61,358095,27,Low,Gold,38065262879992.06,98.28
Taylor Simmons,45,922386,17,High,Stocks,542397711745365.0,227.98
Jamie Hunt,20,585739,29,High,Stocks,2.695965213576171e+18,173.31
Raymond Taylor,48,51890,28,Low,FD,5372849231226.38,93.31
Brandon Alexander,36,734604,22,High,Stocks,7.897533519855611e+16,217.27
Gary Barber,24,524017,9,Moderate,Stocks,29748799.63,56.64
Don Bush,58,170055,7,Low,Stocks,7858328.53,72.91
Chelsea Harrison,57,530013,28,High,Gold,1.4685035331870656e+17,156.25
Tammy Medina,26,107217,9,High,Stocks,281657393.82,139.85
Joseph Randall,39,917601,16,High,Gold,30317282793080.18,195.08
Stephanie Hall,57,13385,21,High,Gold,142482561166065.5,200.25
Janet Mathis,25,324828,23,High,Equity,1.1902571590421411e+17,218.26
Roger Ponce,27,789767,16,Moderate,Gold,1484711317648.16,146.68
Elizabeth Murphy,47,678174,2,Low,Equity,1167014.87,31.18
James Chambers,29,152299,10,Low,FD,20263015.64,63.08
Benjamin Glover,37,364588,8,Low,Gold,16615259.65,61.19
Anna Evans,26,406543,19,Low,Gold,33534278424.57,81.45
Tammy Hernandez,32,299075,2,Moderate,Gold,707537.16,53.81
Andrew Johnson,61,267126,7,High,Stocks,39600600.68,104.24
Wayne Davis DDS,19,964948,5,Moderate,Equity,2966051.22,25.18
Anna Brown,54,61719,9,High,Gold,138936313.82,135.77
Thomas Rodriguez,41,77228,18,Moderate,FD,319305506103.62,133.12
Victoria Baker,54,276341,10,Low,FD,33006286.33,61.33
Timothy Osborne,61,38607,14,High,Stocks,783326979194.03,232.62
Lindsey Rodriguez,61,709479,23,Low,Stocks,3567985704050.27,95.6
Heather Howell,31,778759,25,High,Equity,2.498763442335991e+16,163.18
Kristina Young,38,851975,7,Low,Equity,17661088.52,54.2
Christopher Gallegos,51,121514,15,High,Stocks,4361625571890.72,218.91
Thomas Franklin,38,805694,28,High,FD,7.336150632106572e+18,190.29
Jennifer Olson,62,359743,11,Low,Gold,249185832.6,81.23
Adam Franklin,50,424394,8,High,Gold,54772354.46,83.59
Douglas Garcia,49,873779,29,High,FD,4.269757447334857e+17,152.97
Susan Davis,38,93222,19,Moderate,Gold,1504377368537.8,139.53
Brenda Jimenez,47,265853,17,Moderate,Equity,1304427725208.79,147.5
Timothy Henry,19,451117,2,High,Stocks,1143770.74,59.23
Danielle Torres,63,305431,24,Low,FD,585840230028.18,82.72
Cody Carey,31,828106,10,Moderate,Gold,327866163.84,81.87
Chad Hawkins,49,412750,21,Moderate,Equity,8724015136875.78,123.26
Christine Chavez,27,328875,23,Low,Gold,5195061351164.65,105.58
Haley Smith,53,12177,6,High,FD,1038420.39,109.8
Christopher Clay,50,228048,13,Moderate,Gold,6833054236.54,120.98
Nathan Fisher,32,76259,18,Moderate,Stocks,231445432442.8,129.15
Natasha Ward,59,522509,20,Low,Stocks,1363713828137.69,109.33
Michael Watson,34,296592,14,Low,Equity,7770606296.59,106.82
Jessica Garcia,40,319040,11,Moderate,FD,1955669263.67,120.96
Dr. Michael Eaton MD,18,715417,3,Low,Equity,1904385.82,38.59
Taylor Rogers,63,641444,23,High,FD,1.889288080814715e+16,185.22
Kenneth Aguilar,30,870396,11,Low,Stocks,843112117.71,86.84
Miguel Weaver,41,162326,25,High,FD,2.0766566345894324e+16,178.15
Yolanda Morris,36,306812,5,Low,Stocks,727253.06,18.84
Brandon Lopez,63,721524,23,Low,Gold,3857039857692.21,96.12
Patricia Stafford,45,15324,1,Moderate,Equity,25888.37,68.94
John Martinez,53,13404,8,Low,FD,1155029.95,74.55
Scott Silva,65,398181,10,High,Stocks,71398705.31,68.02
Jesse Wilson,47,629533,15,Moderate,Stocks,548441381644.46,148.89
Donald Malone,51,490489,26,Moderate,Equity,1046390422626358.8,128.46
Timothy Hurst,28,282100,17,Moderate,Stocks,704981174371.94,137.87
Christopher Dominguez,32,55232,17,Low,Equity,5760679847.26,97.33
Judy Benson,27,375974,6,Low,Gold,2994881.1,41.32
Cathy Casey,51,16971,21,Moderate,FD,540915457087.49,127.67
Darryl Ramirez,27,158836,25,Low,Gold,1953567899567.25,92.13
Lori Huffman,51,259664,2,Low,Gold,480627.74,36.05
Teresa Acosta,35,57435,2,High,Equity,144562.88,58.65
Sarah Rose,30,931944,22,Low,Stocks,4886655611892.65,102.04
Melissa James,29,336310,3,Moderate,FD,1475318.6,63.7
Troy Mcdaniel,25,120856,7,Low,Gold,3891037.57,64.21
Jennifer Shepherd DDS,54,656495,1,High,Equity,757463.93,15.38
Nicholas Patterson,33,499035,2,Low,Stocks,757570.27,23.21
Jose Wade,36,697139,8,Low,FD,55703215.46,72.91
Alexander Moore,44,980824,26,Moderate,Equity,1312759746430979.0,124.4
Megan Osborne,21,572166,1,High,Stocks,786728.25,37.5
Lisa Neal,22,342576,24,Moderate,Gold,159282124701091.12,129.69
Brooke Reilly,56,181416,1,Moderate,FD,200519.1,10.53
Robert Wilson,46,736015,26,High,Stocks,3.4722613654842106e+19,235.67
Kaylee Beltran,21,753420,18,Low,Stocks,34522996352.32,81.53
Caroline Gonzalez,50,63899,22,Moderate,Equity,27115358479159.91,146.7
Christina Jones,55,130806,3,Low,Equity,158452.57,6.6
Jane Ortega,28,117484,29,High,FD,8.543498168098906e+19,225.44
Wanda Hall,59,602901,18,Moderate,Equity,2641114843023.6,133.87
Joseph Rodriguez MD,48,758430,24,Low,Gold,16901984578222.0,102.38
Brian Vasquez,34,170942,20,Moderate,Stocks,1566932002192.76,122.9
Mike Lowe,34,853471,23,Moderate,Equity,1060975659950020.0,148.55
Jamie Jones,42,608179,8,Moderate,Equity,75366621.38,82.66
Lisa Ryan,48,123852,6,Low,Gold,2089607.33,60.15
Joseph Ortiz DDS,43,26480,22,Moderate,Gold,8820519414651.95,144.0
Jennifer Robinson,64,366529,8,Moderate,Gold,29030156.47,72.72
Jeffrey Harris,57,18530,15,High,Equity,87100269126.56,178.49
Joseph Bruce,31,897628,30,High,Gold,1.495212471162082e+19,175.88
Samantha Davis,25,198107,26,Moderate,FD,904045440815880.6,135.24
Ms. Chelsea Smith MD,29,797784,28,High,Equity,1.1877673615742956e+18,172.11
Gregory West,62,471489,12,High,Gold,93944356567.57,176.45
Benjamin Riggs,25,678526,22,High,Gold,6602328547414176.0,184.45
Samantha Young,35,250395,13,Low,Equity,689925361.54,83.92
Beth Collins DDS,38,548865,7,Moderate,Equity,35243267.86,81.23
Steven Byrd,26,946475,28,High,Stocks,1.654632939928006e+17,152.07
Gregory Marshall,19,931700,21,Low,Stocks,4297805327151.08,107.65
Madison Wheeler,55,869929,16,Low,Equity,34247893491.91,93.73
Tara Mack,33,437701,22,Low,Equity,4241701907470.72,107.76
Jacob Krueger,53,926946,5,Low,FD,2581119.46,22.73
Lori Lee,36,355723,4,High,Gold,1345583.3,39.46
Brady Garcia,41,140521,1,High,Gold,169482.38,20.61
Gary Fitzgerald,48,774417,27,Moderate,Equity,2.9410845094680636e+16,146.51
John Dixon,50,308285,29,Low,FD,8421622706559.29,80.48
Jodi Brown,65,436615,11,Low,Gold,1524564396.73,109.94
Adam Cooper,62,405640,25,Moderate,Gold,172814901288166.88,121.4
Dawn Ramirez,29,594436,27,Moderate,Gold,8823152333993078.0,138.08
Beth Santos,20,878830,23,Moderate,Gold,219322339481606.44,131.79
Jerry Thomas,24,582258,19,High,FD,2444538862238748.5,220.98
Paul Brown,36,758764,28,Moderate,Equity,1.040100427056047e+17,149.89
Robert Klein,52,891223,12,Moderate,FD,41400017795.22,144.86
Mrs. Sharon White DVM,20,36855,28,Moderate,Gold,674456653398139.8,132.55
Andrew Lewis,48,433551,29,Low,FD,266280237315065.75,100.93
Wendy Barton,23,275427,28,Moderate,FD,2773107247998108.5,127.64
Gail Gross,29,648386,1,Moderate,Gold,859435.64,32.55
Teresa Harris,20,567623,23,Low,Equity,2821210584370.05,95.5
Emily Diaz,41,664905,1,Moderate,Gold,859323.22,29.24
Daniel Joyce,34,766501,6,Low,Stocks,15688022.7,65.39
Kim Brown,39,372034,7,Low,Stocks,6467121.64,50.37
